fen,result
"r1bq1rk1/ppp2ppp/4pn2/1Nbpn3/P2N4/3BP3/1PPP1PPP/R1BQ1RK1 w - - 2 9",1.0
"r4rk1/pppq1ppp/4p3/PN2n3/4p3/RP2P3/2PP1PPP/3Q1RK1 w - - 1 15",1.0
"r4rk1/1p1q1ppp/p3p3/P1p1n3/2PNp3/RP2P3/3P1PPP/3Q1RK1 w - - 0 17",1.0
"r2q1rk1/1p3ppp/p3p3/P1p1n3/2P1p3/RP2P3/3P1PPP/3QNRK1 w - - 4 19",1.0
"r4rk1/1p3ppp/p1n1p3/P1p3NQ/2P5/RP1qP3/3P2PP/5RK1 w - - 3 23",1.0
"3r1rk1/1p3ppp/p1n1p3/P1P3NQ/2P5/R3P3/2qP2PP/5RK1 w - - 1 25",1.0
"5rk1/1p3Np1/p1n1p3/P1P4Q/2P1P3/R7/2qr2PP/5RK1 w - - 3 29",1.0
"r1b2rk1/1ppp1ppp/2nqpn2/p7/2BP4/4PN2/PPP2PPP/R1BQ1RK1 w - - 1 9",0.5
"r1b2rk1/1ppp1pp1/2nqpn1p/6N1/p1BP4/4P3/PPPB1PPP/R2Q1RK1 w - - 0 11",0.5
"r1b2rk1/2pp1pp1/1pnqpn2/7p/p2P4/3BPN2/PPPB1PPP/R2Q1RK1 w - - 0 13",0.5
"r1b2rk1/2pp1pp1/1pn1p3/3q3p/p2Pn3/3BPN2/PPPB1PPP/R2Q1RK1 w - - 4 15",0.5
"r4rk1/2pp1pp1/bpn5/8/p1PP1Q1p/4PP2/PP3P1P/R4RK1 w - - 2 21",0.5
"r3r1k1/2p2pp1/bpnp4/8/p1PP3Q/4PP2/PP3P1P/R1R3K1 w - - 1 23",0.5
"5rk1/2p2pp1/bp1p2r1/3Pn3/p1P1Q3/P3PP2/1P3P1P/R1R4K w - - 5 27",0.5
"6k1/5p2/8/1R1p2p1/p7/P7/1P3PKP/3r4 w - - 2 39",0.5
"6k1/5p2/8/3p2p1/R7/P7/1r3PKP/8 w - - 0 41",0.5
"6k1/5p2/8/6p1/3R4/P7/r4PKP/8 w - - 1 43",0.5
"8/8/5k2/5p2/P6R/8/r4P2/5K2 w - - 7 49",0.5
"8/8/5k2/5p2/PR6/r7/4KP2/8 w - - 11 51",0.5
"8/8/4k3/5p2/PR6/8/r4P2/3K4 w - - 15 53",0.5
"8/8/3k4/5p2/PR3P2/8/r7/2K5 w - - 3 55",0.5
"8/3k4/8/5R2/r4P2/8/1K6/8 w - - 1 59",0.5
"8/8/4k3/5R2/4rP2/2K5/8/8 w - - 5 61",0.5
"8/8/4k3/5R2/4rP2/2K5/8/8 w - - 9 63",0.5
"8/8/3k4/5R2/4rP2/2K5/8/8 w - - 13 65",0.5
"5R2/4k3/8/8/4rP2/2K5/8/8 w - - 17 67",0.5
"5R2/4k3/8/8/4rP2/2K5/8/8 w - - 21 69",0.5
"5R2/4k3/8/8/4rP2/2K5/8/8 w - - 25 71",0.5
"5R2/4k3/8/8/4rP2/2K5/8/8 w - - 29 73",0.5
"5R2/4k3/8/8/4rP2/2K5/8/8 w - - 33 75",0.5
"5R2/4k3/8/8/4rP2/2K5/8/8 w - - 37 77",0.5
"8/8/3k4/5R2/r4P2/3K4/8/8 w - - 41 79",0.5
"8/8/3k4/5R2/5PK1/8/r7/8 w - - 49 83",0.5
"8/8/3k4/7R/5P2/5K2/3r4/8 w - - 53 85",0.5
"8/8/7R/4kP2/8/5K2/3r4/8 w - - 1 87",0.5
"3r4/8/5P1R/4k3/8/6K1/8/8 w - - 7 91",0.5
"8/8/5P1R/4k3/6K1/8/8/5r2 w - - 11 93",0.5
"8/7R/8/4k3/6K1/8/8/5r2 w - - 2 95",0.5
"8/R7/4kr2/8/8/6K1/8/8 w - - 6 97",0.5
"8/7R/2r5/4k3/8/6K1/8/8 w - - 10 99",0.5
"8/6R1/2r5/4k3/8/6K1/8/8 w - - 14 101",0.5
"8/6R1/3k4/8/8/6K1/2r5/8 w - - 18 103",0.5
"8/3R4/4k3/8/5K2/8/2r5/8 w - - 22 105",0.5
"8/3R4/4k3/8/5K2/8/2r5/8 w - - 26 107",0.5
"8/3R4/4k3/8/5K2/8/2r5/8 w - - 30 109",0.5
"8/3R4/4k3/8/5K2/8/2r5/8 w - - 34 111",0.5
"8/3R4/4k3/8/5K2/8/2r5/8 w - - 38 113",0.5
"8/3R4/4k3/8/5K2/8/2r5/8 w - - 42 115",0.5
"8/3R4/4k3/8/5K2/8/2r5/8 w - - 46 117",0.5
"8/3R4/4k3/8/5K2/8/2r5/8 w - - 50 119",0.5
"r3kb1r/1pp1pppp/p1pqbn2/8/8/4PN2/PPPPQPPP/RNB2RK1 w kq - 4 7",1.0
"2kr1b1r/1pp1pppp/p1pqb3/8/3P2n1/2N1PN2/PPP1QPPP/R1B2RK1 w - - 3 9",1.0
"2kr1b1r/1pp1pppp/p1p1b3/2N5/2qP2n1/4PN2/PPP1QPPP/R1B2RK1 w - - 7 11",1.0
"2kr1b1r/1pp1ppp1/p1p1b3/7p/3P2n1/1PqNPN2/P1P1QPPP/R1B2RK1 w - - 1 13",1.0
"2kr1b2/1pp1ppp1/p1p1b2r/q1N4p/3P2n1/1P2PN2/PBP1QPPP/R4RK1 w - - 5 15",1.0
"2k2b2/1pp1p1p1/p1pq1r2/7p/3P1Rn1/1P6/PBP1Q1PP/5RK1 w - - 3 23",1.0
"2k2b2/1pp5/p1pqp3/6p1/3P2Q1/1P6/PBP3PP/5K2 w - - 0 27",1.0
"2k5/1pp3b1/p1p1p3/3q2p1/1P1P2Q1/8/PBP3PP/6K1 w - - 1 29",1.0
"2k5/1pp5/p1p1pb2/5qpQ/PP1P4/8/1BP3PP/6K1 w - - 3 31",1.0
"2kbQ3/1pp5/p1p1p3/P5p1/1P1Pq3/8/1BP3PP/6K1 w - - 1 33",1.0
"1k6/1ppQ4/p1p2b2/P5p1/1q1P4/7P/1BP3PK/8 w - - 3 37",1.0
"8/kpQ5/p7/P1p3p1/3q4/7P/2P3PK/8 w - - 0 41",1.0
"8/kp6/p7/P1p3Q1/8/2q4P/2P3PK/8 w - - 1 43",1.0
"8/kp6/p7/2p5/4Q3/7P/2Pq2PK/8 w - - 2 45",1.0
"8/k7/p7/1p5P/2p1Q3/8/2Pq2PK/8 w - - 0 47",1.0
"8/k7/6QP/1p6/p1p5/4q1PK/2P5/8 w - - 0 51",1.0
"4Q3/k6P/8/1p6/p1p5/6PK/2q5/8 w - - 0 53",1.0
"7Q/3Q4/k7/1p6/p1p1q3/6PK/8/8 w - - 1 55",1.0
"8/Q7/5Q2/1p6/pkp1q3/6PK/8/8 w - - 5 57",1.0
"r1b1k2r/1pppqppp/2nbpn2/p7/2B5/2N1PN2/PPPPQPPP/R1B2RK1 w kq - 0 7",1.0
"r1b2rk1/1pppqppp/2nb1n2/p3p3/P1BP4/2N1PN2/1PP1QPPP/R1B2RK1 w - - 0 9",1.0
"r1b2rk1/1pppqppp/3b1n2/p5N1/PnBPp3/2N1P3/1PPBQPPP/R4RK1 w - - 2 11",1.0
"r1b2rk1/3pqppp/1ppb1n2/p5N1/PnBPp3/R1N1P3/1PPBQPPP/2R3K1 w - - 0 13",1.0
"r4rk1/1b1pqpp1/1ppb1n1p/p5N1/PnBPp3/1RN1P3/1PPB1PPP/2RQ2K1 w - - 0 15",1.0
"r4rk1/1b1pqpp1/1p3n1p/p1b5/PnB1p3/1RN1P2N/1PPB1PPP/2RQ2K1 w - - 0 17",1.0
"r4rk1/1b2qp2/1p3n1p/p1bp2p1/Pn2pN2/1RN1P3/1PPBBPPP/2RQ2K1 w - - 0 19",1.0
"r4rk1/1b3p2/1p5p/p1bpq1pB/Pn2p3/1RN1P3/1PPB1PPP/2RQ2K1 w - - 1 21",1.0
"r4rk1/1b3p2/1p5p/pNbpq1pB/Pn2p3/1R2P3/1PPB1PPP/R2Q2K1 w - - 5 23",1.0
"r4rk1/1b3p2/1p4qp/pNbp2p1/Pn2p1B1/1RB1P3/1PP2PPP/R2Q2K1 w - - 9 25",1.0
"3r1rk1/1bN2p2/1pn3qp/p1bpB1p1/P3p1B1/1R2P3/1PP2PPP/R2Q2K1 w - - 13 27",1.0
"3r1rk1/1bN2p2/1p4qp/p1b3p1/P2np1B1/1R4B1/1PP2PPP/R2Q2K1 w - - 0 29",1.0
"5rk1/1bN2p2/1p3q1p/p1b3pB/P7/2R2pB1/1PP2P1P/3R2K1 w - - 0 33",1.0
"6k1/5p2/1p5p/p1bR2pB/P7/5RB1/1qP2PKP/4r3 w - - 0 37",1.0
"3R1bk1/5R2/1p5p/p5pB/P7/q5B1/2P2PKP/4r3 w - - 1 39",1.0
"5k2/8/1p5p/p6B/P3r2B/8/2P2PK1/8 w - - 0 43",1.0
"5k2/8/1B5p/p6B/7r/8/2P2PK1/8 w - - 1 45",1.0
"8/6k1/7p/2B5/p6r/8/2P1BPK1/8 w - - 0 47",1.0
"5k2/8/7p/7r/p2B4/5P2/2P1B1K1/8 w - - 3 49",1.0
"5k2/8/7p/2P4r/3B4/5P2/p3B1K1/8 w - - 0 51",1.0
"5k2/8/2P4p/3r4/3B4/5P2/p3BK2/8 w - - 3 53",1.0
"2Q5/4k3/7p/8/3r4/5P2/p3BK2/8 w - - 1 55",1.0
"5k2/8/5r2/7p/2Q5/5P2/4BK2/8 w - - 2 59",1.0
"8/8/4kr2/7Q/8/5P2/4BK2/8 w - - 1 61",1.0
"4Q3/8/5r2/2k5/2B5/5P2/5K2/8 w - - 5 63",1.0
"8/8/5Q2/2k5/8/5P2/5K2/8 w - - 1 65",1.0
"8/8/2k5/4Q3/5P2/8/5K2/8 w - - 3 67",1.0
"8/8/2k2P2/4Q3/8/8/5K2/8 w - - 1 69",1.0
"5Q2/8/k7/4Q3/8/8/5K2/8 w - - 1 71",1.0
"r2qkb1r/p1pbpppp/1p3n2/1BnpN3/8/4P3/PPPP1PPP/RNBQ1RK1 w kq - 2 7",0.0
"r1q1kb1r/2pbpppp/5n2/1pppN3/8/4P3/PPP2PPP/RNBQ1RK1 w kq - 0 11",0.0
"r3kb1r/2qnpppp/2p5/2pp4/Pp6/2N1PQ2/1PP2PPP/R1B2RK1 w kq - 0 15",0.0
"r3kb1r/3nppp1/2p5/2ppq2p/Pp6/4PQ2/1PPBNPPP/R4RK1 w kq - 2 17",0.0
"r3kb1r/3nppp1/2p5/P2pq2p/2p5/1pP1PQ2/1P1BNPPP/R4RK1 w kq - 0 19",0.0
"r3k2r/P2n1pp1/2p5/2bpp2p/2p1P3/1pP2P2/1P1BNP1P/R4RK1 w kq - 1 23",0.0
"r4rk1/P4pp1/2p5/2npp2p/2p1P3/1pP2P2/1P2NP1P/R4RK1 w - - 0 25",0.0
"r4rk1/P4pp1/8/3pp3/2p5/RpPn1P1p/1P2NP1P/1R4K1 w - - 0 29",0.0
"r4rk1/P5p1/8/3p1p2/2p2p2/RpPn2Np/1P3P1P/1R4K1 w - - 0 31",0.0
"r5k1/P3r1p1/8/3p1p2/2p2p2/RpPn3p/1P2NP1P/R5K1 w - - 4 33",0.0
"r5k1/P5p1/8/3prN2/2p2p2/RpP4p/1n3P1P/R5K1 w - - 1 35",0.0
"1R6/r5pk/8/3pr3/5p2/2Pn3p/5P1P/R5K1 w - - 2 39",0.0
"8/6pk/8/3p4/5p2/2P4p/1n4rP/3R1K2 w - - 8 47",0.0
"6k1/6p1/8/3p4/7R/2P5/1n2K2p/7r w - - 2 51",0.0
"6k1/6p1/8/3p4/8/2P1K3/1n6/3r4 w - - 2 55",0.0
"6k1/6p1/8/3p4/8/2P2K2/8/3nr3 w - - 6 57",0.0
"6k1/8/8/3p4/5K2/2P3p1/8/3n2r1 w - - 0 61",0.0
"6k1/8/8/8/8/2p2Kp1/8/3n2r1 w - - 0 63",0.0
"6k1/8/8/8/8/4K1p1/2p2n2/6r1 w - - 0 65",0.0
"6k1/8/8/6K1/8/2q5/5np1/5r2 w - - 2 69",0.0
"6k1/8/4K3/8/8/2q5/5n2/3r2q1 w - - 2 71",0.0
"rnbq1rk1/1ppp1ppp/p3pn2/2b5/2N5/3BPN2/PPPP1PPP/R1BQ1RK1 w - - 6 7",1.0
"r4rk1/1p1q1ppp/p2bpn2/2pp4/P7/2PBP3/1P1P1PPP/R1BQ1RK1 w - - 0 13",1.0
"r4rk1/1p3ppp/p1qbpn2/2pp4/P4P2/1PPBP3/3P2PP/R1BQ1RK1 w - - 1 15",1.0
"r4rk1/1p3ppp/p1qbpn2/2pp4/P4P2/1PPBP3/3PQ1PP/1RB2RK1 w - - 5 17",1.0
"r3r1k1/1p3ppp/p1qbp3/P1pp4/4nP2/1PPBP3/3PQ1PP/R1B2RK1 w - - 3 19",1.0
"r3r1k1/5ppp/p1qbp3/Ppp5/4pP2/1PP1P3/3PQ1PP/R1B1R1K1 w - - 0 21",1.0
"r3r1k1/5ppp/p1qb4/P1p1p3/1pP1pP2/1P2P3/1B1PQ1PP/R3R1K1 w - - 0 23",1.0
"3rr1k1/2b2ppp/p1q5/P1p1pP2/1pP1p1Q1/1P2P3/1B1P2PP/R3R1K1 w - - 1 25",1.0
"3r2k1/2b2ppp/p1q5/P1p1pP2/1pP1p3/1P1rP3/3P2PP/R1BQR1K1 w - - 5 27",1.0
"3r2k1/2b2ppp/p7/P1p1pP2/1pP1p1Pq/1P1rP3/3PR2P/R1BQ2K1 w - - 1 29",1.0
"3r2k1/2b2ppp/p7/P1p1pP2/1pP1p1P1/1P2r2q/1B1P2RP/R2Q2K1 w - - 2 31",1.0
"3r2k1/2b2ppp/p7/P1p1pP2/2P1p1P1/2p1q3/2Q3RP/R4K2 w - - 0 35",1.0
"6k1/2b2ppp/p7/P1p1pP2/2P1p1P1/2p1R3/2r4P/R4K2 w - - 0 37",1.0
"6k1/5p1p/p2b1P2/P1p3p1/2P1R1P1/2p5/3r4/R4K2 w - - 2 43",1.0
"r1bq1rk1/pppp1ppp/2nbpn2/8/2B5/P1N1PN2/1PPP1PPP/R1BQ1RK1 w - - 5 7",0.0
"r1bq1rk1/2pp1ppp/1pnbpn2/p7/2BP4/P1NQPN2/1PP2PPP/R1B2RK1 w - - 0 9",0.0
"r1bqr1k1/2pp1ppp/1p1b4/p3n1N1/2B1P3/P1N1Q3/1PP2PPP/R4RK1 w - - 3 15",0.0
"r2qr1k1/3p1ppp/bppb4/p3n1N1/4P3/PBN1Q3/1PP2PPP/R4RK1 w - - 2 17",0.0
"r2qr3/3pbppk/bpp5/p3n3/4P3/PBN1Q3/1PP2PPP/R2R2K1 w - - 0 19",0.0
"r2qr1k1/3p1pp1/bpp5/p1b1n3/4P3/PBN5/1PPQ1PPP/R2R2K1 w - - 4 21",0.0
"r3r1k1/3p1pp1/bpp5/p1q1n3/4P3/PB6/1PPQ1PPP/R2R2K1 w - - 0 23",0.0
"3rr1k1/5pp1/bppp4/p1q1n3/4P3/PB6/1PPQ1PPP/R2R2K1 w - - 2 25",0.0
"3rr1k1/5pp1/bp6/p1qpn3/5Q2/PB6/1PP2PPP/R2R2K1 w - - 0 27",0.0
"3r2k1/5pp1/bpn5/p1qp4/4rQ2/PB6/1PP2PPP/R2R2K1 w - - 4 29",0.0
"3r2k1/5pp1/bp1q4/p2p2Q1/3nr3/PB6/1PP2PPP/R2R2K1 w - - 8 31",0.0
"3r2k1/5pp1/bp1q4/p2p2Q1/P2nr3/1B6/1PP2PPP/R2R3K w - - 3 33",0.0
"3r2k1/5pp1/bp1q4/p2p2Q1/P2nr3/1B6/1PP2PPP/R2R3K w - - 7 35",0.0
"3r2k1/5pp1/bp1q4/p2p2Q1/P2nr3/1B6/1PP2PPP/R2R3K w - - 11 37",0.0
"3r2k1/5pp1/1p1q4/p5Q1/P1pnr3/8/1PP2PPP/R2R2K1 w - - 0 39",0.0
"4r1k1/5pp1/1p1q4/p5Q1/P1p1r3/8/1PP1nPPP/R3R2K w - - 4 41",0.0
"4r1k1/5pp1/1p6/p5Q1/P1pq4/8/1PP1nPPP/R6K w - - 0 43",0.0
"4r1k1/5pp1/1p6/p5Q1/P1p2n2/2P5/1P3qPP/3R3K w - - 2 45",0.0
"4r1k1/2n2pp1/1p6/1P6/p7/2P5/6PP/R6K w - - 2 51",0.0
"6k1/5pp1/1p2n3/1P6/p1P1r3/8/6PP/2R4K w - - 3 53",0.0
"6k1/5pp1/1p6/1P6/2P5/p2n2K1/2R3PP/4r3 w - - 0 57",0.0
"4r1k1/5pp1/1p6/1P6/1nP4P/p5K1/3R2P1/8 w - - 3 59",0.0
"4r1k1/5pp1/1p6/1P5P/2P5/6K1/p1n3P1/3R4 w - - 2 61",0.0
"6k1/5pp1/1p6/1P5P/2r3P1/5K2/8/n7 w - - 0 65",0.0
"8/5ppk/1p6/1Pr3PP/5K2/8/8/n7 w - - 3 67",0.0
"8/5ppk/1p6/1r4PP/5K2/8/2n5/8 w - - 0 69",0.0
"8/5ppk/1p2n3/1r4PP/7K/8/8/8 w - - 4 71",0.0
"8/6p1/1p2n1k1/1r6/7K/8/8/8 w - - 0 73",0.0
"8/8/1p2n3/1r3kp1/8/8/5K2/8 w - - 0 75",0.0
"8/8/1p2n3/6p1/5k2/8/1r6/6K1 w - - 4 77",0.0
"8/8/1p2n3/8/5k2/6p1/1r6/4K3 w - - 0 79",0.0
"8/8/1p6/8/3n1k2/8/1r4p1/6K1 w - - 2 81",0.0
"r1bqk2r/1ppppp1p/p4npb/8/1nP5/2N2N2/PP1PPPPP/RQB1KB1R w KQkq - 4 7",1.0
"r1bq1rk1/1ppppp1p/p1n2npb/3N4/2P5/P4N2/1P1PPPPP/RQB1KB1R w KQ - 3 9",1.0
"r1b2rk1/1ppp1p1p/p1n1pqpb/8/1PP5/P4N2/3PPPPP/RQB1KB1R w KQ - 0 11",1.0
"r1b2rk1/1pp2p1p/p1np1qpb/4p3/1PP1Q3/P4N2/1B1PPPPP/R3KB1R w KQ - 0 13",1.0
"r4rk1/1pp1np1p/p2pb1p1/1P2p3/2P2bPP/P4N2/1B1PPP2/R3KB1R w KQ - 1 17",1.0
"r4rk1/1pp1np1p/3p2p1/1p2p1P1/2P4R/P3Pb2/1B1P1P2/R3KB2 w Q - 2 21",1.0
"r4rk1/1pp1np1p/3p2p1/1P2p1P1/6b1/P3P2R/1B1P1P2/R3KB2 w Q - 1 23",1.0
"5rk1/1pp1np1p/3p2p1/1P2p1P1/r3P2R/P4b2/1B1P1P2/R3KB2 w Q - 1 25",1.0
"5rk1/1pp2p1p/3p2p1/1P2r1P1/3p4/P4P1R/4B3/R3K3 w Q - 1 31",1.0
"4r1k1/1pp1rp1p/3p2p1/1P4P1/3p1P2/P2R4/4B3/R3K3 w Q - 3 33",1.0
"4r1k1/1pp2p1p/3p2p1/1P4P1/3R4/P3r3/2R1B3/4K3 w - - 3 37",1.0
"6k1/2p2p1p/1p1p2p1/1P2r1P1/P2R4/4r3/2R1BK2/8 w - - 0 39",1.0
"8/3r1pkp/1p1p2p1/1P4P1/P2RB3/4K3/8/8 w - - 3 43",1.0
"8/3r1pkp/1p1p2p1/1P4P1/P2R4/4KB2/8/8 w - - 7 45",1.0
"8/5pkp/1pBR2p1/1P4P1/r7/4K3/8/8 w - - 0 47",1.0
"8/5pk1/1R4p1/rP4Pp/4B3/4K3/8/8 w - - 1 49",1.0
"8/1R3pk1/6p1/1P4P1/4BK1p/r7/8/8 w - - 0 51",1.0
"8/1R3pk1/1P4p1/6P1/r3B1Kp/8/8/8 w - - 3 53",1.0
"5k2/5p2/1P4p1/4R1P1/r3B1K1/7p/8/8 w - - 0 55",1.0
"8/1P6/5kp1/3BR3/1r6/7K/8/8 w - - 0 59",1.0
"1R6/8/8/3Bk3/6p1/6K1/8/8 w - - 1 63",1.0
"8/8/8/1R1Bk3/6K1/8/8/8 w - - 1 65",1.0
"8/8/3k4/R7/6K1/5B2/8/8 w - - 5 67",1.0
"8/3k4/8/R7/4BK2/8/8/8 w - - 9 69",1.0
"2k5/8/R7/4K3/4B3/8/8/8 w - - 13 71",1.0
"r2qkb1r/2ppppp1/bpn2n2/p6p/P6P/1PN2N2/2PPPPP1/1RBQKB1R w Kkq - 2 7",1.0
"r2qkb2/2pppp2/bpn2npr/p6p/P6P/1PN2NP1/1BPPPP2/1R1QKB1R w Kq - 0 9",1.0
"r2qkb2/1bpppp2/1pn3pr/pN5p/P5nP/1P3NPB/1BPPPP2/1R1QK2R w Kq - 4 11",1.0
"r2qkb2/2pppp2/1p4pr/pN2n2p/P1PB3P/1P1n1PPB/3PKP2/1R1Q3R w q - 3 15",1.0
"r2qkb2/2pppp2/1p4pr/pN5p/P1PB1PnP/1P5B/3PKP2/1R1Q3R w q - 1 17",1.0
"r2qkb2/2pp1p2/1p3ppr/pN5p/P1P2P1P/1P3P1B/3PK3/1R1Q3R w q - 0 19",1.0
"r2q1k2/2pp1p2/1p3ppr/pN5p/PbP2P1P/1P3P1B/3P1K2/1R1QR3 w - - 4 21",1.0
"r2q1k2/3p1p2/1p4pr/pNp2p1p/PbP2P1P/1P3P1B/3P1K2/1R1QR3 w - - 0 23",1.0
"r2q1k2/8/1p1p1ppr/pNp2p1p/PbP2P1P/1P3PKB/2QP4/1R2R3 w - - 0 25",1.0
"3r1k2/3q4/1p1p1ppr/pNpQ1p1p/PbP2P1P/1P3PKB/3P4/1R2R3 w - - 4 27",1.0
"3r1k2/6qr/1p1NRpp1/p1pQ1p1p/PbP2P1P/1P3PKB/3P4/1R6 w - - 1 29",1.0
"r1bqkb1r/1ppppp2/2n3p1/p6p/3P2n1/2N2NPB/PPP1PP1P/R1BQ1RK1 w kq - 1 7",0.0
"r1bqk2r/2pppp2/1pn3pb/p5Bp/P2P2n1/2N2NPB/1PP1PP1P/R2Q1RK1 w kq - 2 9",0.0
"2rqk2r/2p1pp2/1pn3p1/p2p1nQp/P2P4/2N2NP1/1PP1PP1P/R4RK1 w k - 2 13",0.0
"2rq1rk1/2p2p2/1pn1p1p1/p2p1n1p/P2P1Q2/2N1PNP1/1PP2P1P/R4RK1 w - - 2 15",0.0
"3q1rk1/5p2/1p2p3/p1rpNnpp/Pn3Q2/2N1P1P1/1PP2P1P/2RR2K1 w - - 0 19",0.0
"5rk1/5p2/1p1qp3/p1rp1n1p/Pn4p1/2NNPQP1/1PP2P1P/2RR2K1 w - - 0 21",0.0
"5rk1/5p2/1p2p3/p1rpqn1p/P5p1/2NRP1P1/1PP1QP1P/2R3K1 w - - 1 23",0.0
"2r3k1/5p2/1Q2p3/p1rp2qp/P1n3p1/2N3P1/1PP1RP1P/2R3K1 w - - 3 27",0.0
"2r3k1/5p2/1Q2p3/p1rp2qp/P1n5/2N3P1/1PP1p2P/5RK1 w - - 0 29",0.0
"2r3k1/5p2/8/p6p/P2p3P/6P1/1n3K2/1q6 w - - 0 37",0.0
"2r3k1/5p2/8/p6p/P6P/5KP1/1n1p4/1q6 w - - 0 39",0.0
"r2qk2r/p1pppp1p/bpn2npb/8/P6P/BPN2N2/2PPPPP1/R2QKB1R w KQkq - 1 7",1.0
"r2q1rk1/p1p1pp1p/bpn2npb/3p4/P6P/BPN2NPB/2PPPP2/R2QK2R w KQ - 0 9",1.0
"r2q1rk1/p1p1pp1p/1p3npb/3p2N1/PPbn3P/B1N3PB/2PPPP2/R2QK2R w KQ - 1 11",1.0
"r2q1rk1/p1p1pp1p/1p4pb/P7/1Pbnp2P/B1N3PB/2PPPP2/R2QK2R w KQ - 0 13",1.0
"r2q2k1/p1p1p2p/1p3rpb/P4p1P/1Pbnp3/B1N3P1/2PPPPB1/R2QK2R w KQ - 1 15",1.0
"r2q2k1/p1p1p2p/1p2r1pb/P4p1P/1PP5/B1N3P1/5PB1/n2Q1K1R w - - 0 19",1.0
"r1q5/p1p1pk2/1p2r1pR/P2B1p2/1PP5/BnN3P1/4QP2/5K2 w - - 1 23",1.0
"4rk2/p1p1p2R/1p4p1/P2NQp2/1Pn5/B5P1/5PK1/8 w - - 0 29",1.0
"r2qkb1r/p1pppp2/1p3n1p/6p1/P2n4/2NP1PPB/1PP2P1P/R1BQ1RK1 w kq - 0 9",1.0
"r2qkb1r/4pp2/1p2pn1p/pNp3p1/P7/3PBPP1/1PP2P1P/R2QR1K1 w kq - 0 13",1.0
"r2qk2r/4ppb1/1p3n1p/pNp1p1p1/P1P3P1/3PBP2/1P3P1P/R2QR1K1 w kq - 1 15",1.0
"r3k2r/3qppbn/1p5p/pNp1p1p1/P1P3P1/R2P1P2/1P3P1P/2BQR1K1 w kq - 5 17",1.0
"3rkn1r/3qppb1/1p5p/pNp1p1p1/P1P1Q1P1/R2P1P2/1P3P1P/2B1R1K1 w k - 9 19",1.0
"3rk2r/3qppb1/1p5p/pNp1p1p1/P1P1QnP1/3PBP2/1P3P1P/R3R1K1 w k - 13 21",1.0
"4k2r/4ppb1/1pq4p/p1p1p1p1/P1P3P1/3QBP2/1P3P1P/4R1K1 w k - 1 25",1.0
"4k2r/4ppb1/1p6/p1p1p1pp/P1P1P1P1/4B3/1P3P1P/4R1K1 w k - 0 27",1.0
"4k3/4ppb1/1p6/p1p1p1p1/P1P1P1Pr/4B3/1P3P2/4R1K1 w - - 1 29",1.0
"4k3/4pp2/1p3b1r/p1p1p1p1/P1P1P1P1/4BP2/1P6/3R2K1 w - - 3 31",1.0
"4k3/5p2/1p2pb2/p1p1p1p1/P1P1P1Pr/1P2BP2/6K1/3R4 w - - 0 33",1.0
"4k3/4bp2/1R2p2r/p1p1p1p1/P1P1P1P1/1P2BP2/6K1/8 w - - 1 35",1.0
"8/8/3kpp1r/2R1p1p1/P1P1P1P1/1P3P2/6K1/8 w - - 1 39",1.0
"1r6/8/3kpp2/R3p1p1/PPP1P1P1/5P2/6K1/8 w - - 3 41",1.0
"3r4/2k5/4pp2/RPP1p1p1/P3P1P1/5P2/6K1/8 w - - 1 43",1.0
"5R2/1k6/4p3/1PP1p1p1/r3P1P1/5P2/6K1/8 w - - 2 47",1.0
"1R6/8/2P1p3/1Pk1p1p1/r3P1P1/5P2/6K1/8 w - - 3 49",1.0
"1R6/2P5/3kp3/1P2p1p1/4P1P1/5PK1/r7/8 w - - 3 51",1.0
"1R3Q2/4r3/3kp3/1P2p1p1/4P1P1/5PK1/8/8 w - - 3 53",1.0
"r1bqkb1r/ppp2ppp/2n2n2/1B6/3Pp3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 7",0.5
"r3kb1r/ppp2ppp/2q2n2/8/3Pp3/2N5/PPPPQPPP/R1B1K2R w KQkq - 0 11",0.5
"1k1r1b1r/ppp2ppp/2q2n2/1N6/3Pp3/8/PPPPQPPP/R1B2RK1 w - - 4 13",0.5
"1k3b1r/1pp2ppp/p1q2n2/8/2Prp3/2N5/PP1PQPPP/R1B2RK1 w - - 0 15",0.5
"2k2b1r/1pp2ppp/p1q2n2/8/2P1p3/1PNrQ3/P2P1PPP/R1B2RK1 w - - 3 17",0.5
"2k2b1r/Q1p2ppp/2q2n2/1p6/4p3/1PNr4/P2P1PPP/R1B2RK1 w - - 0 19",0.5
"2k4r/2p2ppp/2q2n2/QNb5/1p2p3/1P1r4/P2P1PPP/R1B2RK1 w - - 2 21",0.5
"2kr4/2p2pp1/2q2n2/QNb4p/1p2p3/1P1r4/P2P1PPP/1RB1R1K1 w - - 2 23",0.5
"2kr4/Q1p2pp1/1q3n2/7p/1p2p3/1P1r4/P2P1PPP/1RB1R1K1 w - - 1 25",0.5
"Q2r4/2pk1pp1/1q3n2/8/1p2p2p/1P1r4/P2P1PPP/1RB1R1K1 w - - 2 27",0.5
"Q2r4/2pk1pp1/1q3n2/8/1p2p2p/1P1r4/P2P1PPP/1RB1R1K1 w - - 6 29",0.5
"Q2r4/2pk1pp1/1q3n2/8/1p2p2p/1P1r4/P2P1PPP/1RB1R1K1 w - - 10 31",0.5
